shipment_id,order_id,shipment_date,carrier,tracking_number,delivery_date,shipment_status
10410,10410,2024-02-08,FedEx,TRK574958,2024-02-09,Pending
10411,10411,2023-12-03,UPS,TRK876791,2023-12-09,Shipped
10412,10412,2024-07-23,DHL,TRK813200,2024-07-28,Delivered
10413,10413,2023-11-27,FedEx,TRK009182,2023-12-03,Pending
10414,10414,2024-07-18,UPS,TRK172788,2024-07-21,Delivered
10415,10415,2023-11-14,DHL,TRK485989,2023-11-21,Delivered
10416,10416,2024-04-21,FedEx,TRK174745,2024-04-27,Pending
10417,10417,2024-01-17,UPS,TRK887848,2024-01-21,Delivered
10418,10418,2024-04-02,DHL,TRK041144,2024-04-06,Delivered
10419,10419,2024-04-26,FedEx,TRK419628,2024-04-28,Delivered
10420,10420,2024-01-31,UPS,TRK440065,2024-02-04,Shipped
10421,10421,2024-07-07,DHL,TRK877107,2024-07-12,Shipped
10422,10422,2023-12-05,FedEx,TRK511176,2023-12-12,Delivered
10423,10423,2024-08-10,UPS,TRK139112,2024-08-17,Delivered
10424,10424,2024-11-07,DHL,TRK912047,2024-11-15,Delivered
10425,10425,2023-12-05,FedEx,TRK447283,2023-12-12,Shipped
10426,10426,2024-01-12,UPS,TRK081246,2024-01-16,Delivered
10427,10427,2024-08-26,DHL,TRK872365,2024-08-28,Pending
10428,10428,2023-12-13,FedEx,TRK350254,2023-12-14,Pending
10429,10429,2024-06-15,UPS,TRK682894,2024-06-18,Shipped
10430,10430,2024-03-06,DHL,TRK583870,2024-03-09,Shipped
10431,10431,2024-01-30,FedEx,TRK804973,2024-02-02,Delivered
10432,10432,2023-12-23,UPS,TRK094858,2023-12-24,Delivered
10433,10433,2024-01-28,DHL,TRK715463,2024-02-05,Delivered
10434,10434,2023-11-15,FedEx,TRK872755,2023-11-16,Cancelled
10435,10435,2024-03-10,UPS,TRK229344,2024-03-12,Pending
10436,10436,2024-03-26,DHL,TRK644675,2024-04-03,Pending
10437,10437,2024-04-02,FedEx,TRK500490,2024-04-08,Shipped
10438,10438,2024-02-26,UPS,TRK882277,2024-03-01,Shipped
10439,10439,2023-12-14,DHL,TRK209824,2023-12-18,Shipped
10440,10440,2024-04-12,FedEx,TRK948367,2024-04-19,Delivered
10441,10441,2024-04-14,UPS,TRK190985,2024-04-18,Delivered
10442,10442,2023-12-15,DHL,TRK982513,2023-12-20,Shipped
10443,10443,2024-09-19,FedEx,TRK845810,2024-09-21,Shipped
10444,10444,2024-04-28,UPS,TRK045356,2024-05-05,Delivered
10445,10445,2024-04-14,DHL,TRK101290,2024-04-21,Delivered
10446,10446,2024-09-02,FedEx,TRK173071,2024-09-09,Delivered
10447,10447,2024-05-28,UPS,TRK701786,2024-06-02,Shipped
10448,10448,2024-09-25,DHL,TRK493852,2024-10-03,Cancelled
10449,10449,2024-07-30,FedEx,TRK855507,2024-08-04,Shipped
10450,10450,2024-09-11,UPS,TRK019742,2024-09-16,Shipped
10451,10451,2024-05-13,DHL,TRK117901,2024-05-16,Pending
10452,10452,2024-04-17,FedEx,TRK728255,2024-04-18,Pending
10453,10453,2024-08-14,UPS,TRK628793,2024-08-18,Delivered
10454,10454,2024-07-12,DHL,TRK326320,2024-07-14,Pending
10455,10455,2024-04-27,FedEx,TRK818150,2024-05-02,Delivered
10456,10456,2024-04-18,UPS,TRK310330,2024-04-26,Shipped
10457,10457,2024-05-02,DHL,TRK760281,2024-05-07,Shipped
10458,10458,2024-01-12,FedEx,TRK736587,2024-01-16,Shipped
10459,10459,2023-12-14,UPS,TRK198856,2023-12-20,Delivered
10460,10460,2024-05-12,DHL,TRK976814,2024-05-19,Delivered
10461,10461,2024-01-05,FedEx,TRK812092,2024-01-08,Pending
10462,10462,2024-07-23,UPS,TRK450606,2024-07-24,Pending
10463,10463,2024-09-28,DHL,TRK767260,2024-10-03,Shipped
10464,10464,2024-10-09,FedEx,TRK865838,2024-10-10,Shipped
10465,10465,2024-01-12,UPS,TRK959184,2024-01-14,Delivered
10466,10466,2024-03-07,DHL,TRK394749,2024-03-15,Shipped
10467,10467,2024-04-26,FedEx,TRK024398,2024-05-02,Delivered
10468,10468,2024-10-04,UPS,TRK253737,2024-10-07,Delivered
10469,10469,2024-02-14,DHL,TRK334158,2024-02-22,Shipped
10470,10470,2023-12-25,FedEx,TRK364444,2023-12-27,Shipped
10471,10471,2024-07-31,UPS,TRK247821,2024-08-05,Shipped
10472,10472,2024-04-11,DHL,TRK357272,2024-04-13,Pending
10473,10473,2024-05-09,FedEx,TRK014538,2024-05-10,Shipped
10474,10474,2024-09-18,UPS,TRK289346,2024-09-26,Delivered
10475,10475,2023-11-24,DHL,TRK935683,2023-11-28,Pending
10476,10476,2024-03-28,FedEx,TRK331675,2024-04-01,Delivered
10591,10591,2024-10-11,UPS,TRK630608,2024-10-17,Shipped
10477,10477,2024-02-21,UPS,TRK695494,2024-02-24,Delivered
10478,10478,2024-06-11,DHL,TRK598075,2024-06-19,Delivered
10479,10479,2024-08-04,FedEx,TRK372490,2024-08-11,Pending
10480,10480,2024-09-15,UPS,TRK654953,2024-09-21,Pending
10481,10481,2024-04-20,DHL,TRK770191,2024-04-26,Delivered
10482,10482,2024-01-08,FedEx,TRK092078,2024-01-11,Shipped
10483,10483,2024-10-23,UPS,TRK431551,2024-10-27,Delivered
10484,10484,2024-08-31,DHL,TRK388247,2024-09-03,Shipped
10485,10485,2024-06-22,FedEx,TRK575249,2024-06-24,Shipped
10486,10486,2024-08-23,UPS,TRK332468,2024-08-25,Shipped
10487,10487,2024-07-27,DHL,TRK828953,2024-08-02,Shipped
10488,10488,2024-06-13,FedEx,TRK545057,2024-06-17,Delivered
10489,10489,2024-05-10,UPS,TRK102022,2024-05-17,Cancelled
10490,10490,2024-10-28,DHL,TRK740136,2024-11-04,Delivered
10491,10491,2023-11-27,FedEx,TRK574317,2023-11-29,Pending
10492,10492,2024-08-17,UPS,TRK393814,2024-08-23,Delivered
10493,10493,2024-08-06,DHL,TRK023931,2024-08-08,Pending
10494,10494,2024-01-27,FedEx,TRK271170,2024-02-02,Delivered
10495,10495,2024-03-12,UPS,TRK857901,2024-03-20,Shipped
10496,10496,2023-12-10,DHL,TRK556813,2023-12-15,Pending
10497,10497,2024-01-14,FedEx,TRK158141,2024-01-15,Shipped
10498,10498,2024-06-12,UPS,TRK937544,2024-06-13,Shipped
10499,10499,2024-04-17,DHL,TRK311939,2024-04-19,Delivered
10500,10500,2023-12-14,FedEx,TRK861470,2023-12-16,Shipped
10501,10501,2024-08-17,UPS,TRK015734,2024-08-25,Pending
10502,10502,2024-08-06,DHL,TRK964288,2024-08-13,Delivered
10503,10503,2024-08-13,FedEx,TRK130498,2024-08-15,Delivered
10504,10504,2024-04-11,UPS,TRK112752,2024-04-18,Shipped
10505,10505,2024-07-04,DHL,TRK627534,2024-07-11,Delivered
10506,10506,2024-03-27,FedEx,TRK408442,2024-03-30,Delivered
10507,10507,2023-12-17,UPS,TRK107274,2023-12-20,Delivered
10508,10508,2024-01-12,DHL,TRK682703,2024-01-16,Shipped
10509,10509,2024-05-05,FedEx,TRK466733,2024-05-12,Cancelled
10510,10510,2024-04-23,UPS,TRK199815,2024-04-30,Shipped
10511,10511,2023-12-01,DHL,TRK181652,2023-12-03,Cancelled
10512,10512,2024-05-27,FedEx,TRK465338,2024-05-28,Shipped
10513,10513,2024-04-04,UPS,TRK064104,2024-04-06,Shipped
10514,10514,2024-05-29,DHL,TRK999950,2024-06-02,Delivered
10515,10515,2024-01-21,FedEx,TRK983247,2024-01-27,Shipped
10516,10516,2024-01-10,UPS,TRK817769,2024-01-15,Delivered
10517,10517,2024-02-05,DHL,TRK696459,2024-02-10,Pending
10518,10518,2024-07-01,FedEx,TRK787975,2024-07-02,Pending
10519,10519,2024-06-25,UPS,TRK760344,2024-07-01,Pending
10520,10520,2024-01-23,DHL,TRK761561,2024-01-27,Delivered
10521,10521,2024-05-23,FedEx,TRK410655,2024-05-27,Cancelled
10522,10522,2023-11-08,UPS,TRK845984,2023-11-11,Delivered
10523,10523,2024-07-06,DHL,TRK482557,2024-07-09,Cancelled
10524,10524,2024-07-04,FedEx,TRK044110,2024-07-08,Shipped
10525,10525,2024-09-16,UPS,TRK448829,2024-09-20,Delivered
10526,10526,2024-04-11,DHL,TRK542742,2024-04-13,Shipped
10527,10527,2024-09-09,FedEx,TRK529797,2024-09-10,Cancelled
10528,10528,2024-04-15,UPS,TRK644228,2024-04-16,Shipped
10529,10529,2024-07-17,DHL,TRK032205,2024-07-22,Delivered
10530,10530,2024-03-12,FedEx,TRK637045,2024-03-15,Pending
10531,10531,2024-08-20,UPS,TRK545953,2024-08-25,Cancelled
10532,10532,2023-11-26,DHL,TRK740930,2023-12-03,Shipped
10533,10533,2023-12-19,FedEx,TRK451025,2023-12-21,Pending
10534,10534,2024-04-29,UPS,TRK484300,2024-05-06,Pending
10535,10535,2023-11-12,DHL,TRK598362,2023-11-16,Shipped
10536,10536,2024-03-08,FedEx,TRK462368,2024-03-13,Delivered
10537,10537,2024-03-04,UPS,TRK910470,2024-03-08,Shipped
10538,10538,2023-12-13,DHL,TRK662614,2023-12-15,Delivered
10539,10539,2024-01-08,FedEx,TRK073819,2024-01-14,Delivered
10540,10540,2024-08-26,UPS,TRK271986,2024-08-30,Shipped
10541,10541,2024-01-24,DHL,TRK270263,2024-01-29,Shipped
10542,10542,2024-08-05,FedEx,TRK514148,2024-08-09,Pending
10543,10543,2024-09-22,UPS,TRK391491,2024-09-29,Shipped
10544,10544,2024-04-16,DHL,TRK531087,2024-04-21,Delivered
10545,10545,2024-02-11,FedEx,TRK571878,2024-02-18,Shipped
10546,10546,2024-03-18,UPS,TRK167104,2024-03-24,Delivered
10547,10547,2024-04-04,DHL,TRK339900,2024-04-09,Shipped
10548,10548,2024-04-22,FedEx,TRK476607,2024-04-29,Shipped
10549,10549,2024-05-04,UPS,TRK217034,2024-05-07,Pending
10550,10550,2024-10-07,DHL,TRK054996,2024-10-11,Shipped
10551,10551,2024-06-13,FedEx,TRK041359,2024-06-14,Delivered
10552,10552,2024-03-11,UPS,TRK894479,2024-03-18,Delivered
10553,10553,2024-09-13,DHL,TRK411944,2024-09-19,Pending
10554,10554,2024-04-12,FedEx,TRK593700,2024-04-19,Pending
10555,10555,2024-02-15,UPS,TRK038069,2024-02-16,Pending
10556,10556,2024-05-27,DHL,TRK745150,2024-05-29,Shipped
10557,10557,2024-11-07,FedEx,TRK635495,2024-11-11,Delivered
10558,10558,2024-03-25,UPS,TRK138539,2024-03-29,Shipped
10559,10559,2024-09-24,DHL,TRK052585,2024-09-30,Shipped
10560,10560,2024-04-27,FedEx,TRK763450,2024-05-05,Delivered
10561,10561,2024-10-16,UPS,TRK019749,2024-10-20,Pending
10562,10562,2024-09-21,DHL,TRK122792,2024-09-26,Shipped
10563,10563,2024-06-18,FedEx,TRK988121,2024-06-21,Delivered
10564,10564,2024-05-12,UPS,TRK746025,2024-05-15,Delivered
10565,10565,2024-01-10,DHL,TRK840269,2024-01-14,Shipped
10566,10566,2023-12-05,FedEx,TRK240150,2023-12-12,Pending
10567,10567,2023-12-20,UPS,TRK247940,2023-12-26,Cancelled
10568,10568,2024-10-05,DHL,TRK363588,2024-10-12,Delivered
10569,10569,2024-02-25,FedEx,TRK274667,2024-02-29,Delivered
10570,10570,2024-01-16,UPS,TRK302556,2024-01-21,Pending
10571,10571,2024-10-29,DHL,TRK900673,2024-10-31,Delivered
10572,10572,2024-07-17,FedEx,TRK869904,2024-07-23,Delivered
10573,10573,2024-02-26,UPS,TRK293180,2024-02-28,Delivered
10574,10574,2024-05-18,DHL,TRK245235,2024-05-25,Delivered
10575,10575,2024-05-23,FedEx,TRK333730,2024-05-28,Shipped
10576,10576,2024-08-05,UPS,TRK520799,2024-08-12,Shipped
10577,10577,2024-07-12,DHL,TRK081039,2024-07-18,Pending
10578,10578,2024-05-17,FedEx,TRK188258,2024-05-22,Shipped
10579,10579,2024-07-12,UPS,TRK526770,2024-07-17,Pending
10580,10580,2023-12-25,DHL,TRK490596,2023-12-29,Delivered
10581,10581,2024-04-05,FedEx,TRK966030,2024-04-12,Delivered
10582,10582,2024-10-25,UPS,TRK759347,2024-10-28,Delivered
10583,10583,2024-01-13,DHL,TRK506117,2024-01-19,Shipped
10584,10584,2024-10-31,FedEx,TRK129177,2024-11-02,Pending
10585,10585,2023-12-31,UPS,TRK939360,2024-01-05,Delivered
10586,10586,2024-01-25,DHL,TRK917200,2024-01-28,Shipped
10587,10587,2024-03-06,FedEx,TRK509894,2024-03-10,Delivered
10588,10588,2024-08-24,UPS,TRK973408,2024-08-26,Pending
10589,10589,2024-05-04,DHL,TRK850041,2024-05-08,Pending
10590,10590,2024-08-09,FedEx,TRK943769,2024-08-16,Pending
10592,10592,2024-05-28,DHL,TRK652123,2024-05-31,Shipped
10593,10593,2024-07-27,FedEx,TRK110476,2024-07-30,Pending
10594,10594,2024-05-30,UPS,TRK719271,2024-06-05,Pending
10595,10595,2024-09-23,DHL,TRK580130,2024-09-28,Delivered
10596,10596,2024-10-04,FedEx,TRK549934,2024-10-08,Shipped
10597,10597,2024-07-14,UPS,TRK568388,2024-07-21,Shipped
10598,10598,2023-12-01,DHL,TRK276121,2023-12-07,Pending
10599,10599,2023-12-22,FedEx,TRK721624,2023-12-25,Shipped
10600,10600,2024-09-21,UPS,TRK704744,2024-09-24,Shipped
10601,10601,2024-04-04,DHL,TRK686930,2024-04-12,Delivered
10602,10602,2024-10-22,FedEx,TRK761567,2024-10-23,Pending
10603,10603,2024-09-24,UPS,TRK130778,2024-09-26,Shipped
10604,10604,2024-01-16,DHL,TRK651974,2024-01-22,Shipped
10605,10605,2024-08-04,FedEx,TRK794939,2024-08-11,Pending
10606,10606,2024-02-15,UPS,TRK314540,2024-02-18,Delivered
10607,10607,2024-01-01,DHL,TRK607836,2024-01-08,Delivered
10608,10608,2023-11-25,FedEx,TRK389069,2023-11-28,Cancelled
10609,10609,2024-06-18,UPS,TRK105329,2024-06-25,Pending
10610,10610,2024-11-02,DHL,TRK383865,2024-11-08,Delivered
10611,10611,2024-04-18,FedEx,TRK627559,2024-04-20,Delivered
10612,10612,2024-01-10,UPS,TRK871504,2024-01-11,Delivered
10613,10613,2024-09-08,DHL,TRK777181,2024-09-12,Shipped
10614,10614,2024-08-16,FedEx,TRK237620,2024-08-22,Delivered
10615,10615,2024-02-01,UPS,TRK875441,2024-02-05,Pending
10616,10616,2024-08-18,DHL,TRK606015,2024-08-22,Delivered
10617,10617,2024-07-20,FedEx,TRK594073,2024-07-25,Shipped
10618,10618,2024-07-10,UPS,TRK995350,2024-07-12,Cancelled
10619,10619,2024-05-17,DHL,TRK617101,2024-05-18,Cancelled
10620,10620,2024-09-21,FedEx,TRK197705,2024-09-23,Delivered
10621,10621,2024-07-22,UPS,TRK767999,2024-07-29,Pending
10622,10622,2024-10-23,DHL,TRK383473,2024-10-27,Shipped
10623,10623,2024-02-17,FedEx,TRK790590,2024-02-21,Shipped
10624,10624,2023-11-18,UPS,TRK577302,2023-11-25,Delivered
10625,10625,2024-05-12,DHL,TRK940455,2024-05-13,Delivered
10626,10626,2024-09-20,FedEx,TRK953448,2024-09-25,Shipped
10627,10627,2024-09-02,UPS,TRK239489,2024-09-05,Pending
10628,10628,2024-07-27,DHL,TRK944809,2024-08-01,Delivered
10629,10629,2024-07-26,FedEx,TRK522524,2024-08-01,Shipped
10630,10630,2024-03-04,UPS,TRK235785,2024-03-07,Delivered
10631,10631,2024-03-08,DHL,TRK568652,2024-03-12,Pending
10632,10632,2024-01-16,FedEx,TRK391638,2024-01-21,Delivered
10633,10633,2024-10-25,UPS,TRK331297,2024-11-01,Delivered
10634,10634,2024-03-17,DHL,TRK783939,2024-03-19,Shipped
10635,10635,2024-01-13,FedEx,TRK405663,2024-01-17,Shipped
10636,10636,2024-07-18,UPS,TRK590581,2024-07-25,Shipped
10637,10637,2024-05-06,DHL,TRK298841,2024-05-14,Pending
10638,10638,2023-12-25,FedEx,TRK738778,2023-12-31,Shipped
10639,10639,2024-08-10,UPS,TRK874182,2024-08-16,Shipped
10640,10640,2024-08-04,DHL,TRK171434,2024-08-06,Delivered
10641,10641,2024-09-26,FedEx,TRK254798,2024-09-30,Shipped
10642,10642,2024-01-28,UPS,TRK235602,2024-02-02,Shipped
10643,10643,2023-12-03,DHL,TRK617357,2023-12-09,Pending
10644,10644,2024-02-24,FedEx,TRK047423,2024-03-02,Shipped
10645,10645,2024-07-17,UPS,TRK098932,2024-07-22,Delivered
10646,10646,2024-09-24,DHL,TRK470297,2024-09-25,Delivered
10647,10647,2024-10-11,FedEx,TRK387454,2024-10-19,Shipped
10648,10648,2024-07-08,UPS,TRK795610,2024-07-12,Shipped
10649,10649,2024-07-03,DHL,TRK138789,2024-07-08,Shipped
10650,10650,2024-06-11,FedEx,TRK386942,2024-06-14,Pending
10651,10651,2023-12-09,UPS,TRK578788,2023-12-13,Pending
10652,10652,2024-02-10,DHL,TRK632134,2024-02-15,Pending
10653,10653,2024-01-05,FedEx,TRK699003,2024-01-09,Delivered
10654,10654,2024-04-02,UPS,TRK959875,2024-04-09,Pending
10655,10655,2024-10-22,DHL,TRK824892,2024-10-29,Shipped
10656,10656,2024-10-19,FedEx,TRK342361,2024-10-27,Delivered
10657,10657,2024-07-22,UPS,TRK815909,2024-07-27,Pending
10658,10658,2024-05-08,DHL,TRK825422,2024-05-16,Delivered
10659,10659,2024-01-25,FedEx,TRK367957,2024-02-01,Delivered
10660,10660,2023-11-13,UPS,TRK421075,2023-11-15,Shipped
10661,10661,2024-09-30,DHL,TRK462992,2024-10-03,Shipped
10662,10662,2024-03-19,FedEx,TRK005714,2024-03-22,Shipped
10663,10663,2024-01-27,UPS,TRK129873,2024-01-29,Pending
10664,10664,2023-12-10,DHL,TRK003141,2023-12-14,Pending
10665,10665,2024-02-02,FedEx,TRK311537,2024-02-08,Shipped
10666,10666,2024-03-15,UPS,TRK146714,2024-03-22,Shipped
10667,10667,2024-11-04,DHL,TRK852669,2024-11-10,Shipped
10668,10668,2024-01-07,FedEx,TRK668110,2024-01-15,Delivered
10669,10669,2024-05-31,UPS,TRK251253,2024-06-07,Shipped
10670,10670,2024-08-12,DHL,TRK245184,2024-08-15,Pending
10671,10671,2024-01-02,FedEx,TRK380445,2024-01-06,Shipped
10672,10672,2024-09-10,UPS,TRK845011,2024-09-13,Shipped
10673,10673,2023-12-07,DHL,TRK033239,2023-12-08,Shipped
10674,10674,2024-09-17,FedEx,TRK973729,2024-09-24,Shipped
10675,10675,2024-06-25,UPS,TRK357723,2024-06-28,Shipped
10676,10676,2024-06-09,DHL,TRK392327,2024-06-17,Delivered
10677,10677,2024-03-11,FedEx,TRK975390,2024-03-17,Shipped
10678,10678,2024-02-12,UPS,TRK633736,2024-02-16,Shipped
10679,10679,2024-04-11,DHL,TRK620923,2024-04-17,Pending
10680,10680,2024-08-05,FedEx,TRK885022,2024-08-07,Pending
10681,10681,2024-02-12,UPS,TRK179370,2024-02-17,Shipped
10682,10682,2024-07-12,DHL,TRK446000,2024-07-18,Delivered
10683,10683,2024-07-30,FedEx,TRK832094,2024-08-07,Pending
10684,10684,2023-11-29,UPS,TRK641071,2023-12-03,Shipped
10685,10685,2024-07-25,DHL,TRK139777,2024-07-29,Pending
10686,10686,2024-06-18,FedEx,TRK672682,2024-06-26,Shipped
10687,10687,2024-03-14,UPS,TRK059271,2024-03-21,Shipped
10688,10688,2023-12-27,DHL,TRK161560,2024-01-03,Shipped
10689,10689,2024-11-06,FedEx,TRK604800,2024-11-09,Delivered
10690,10690,2023-12-30,UPS,TRK253663,2024-01-03,Pending
10691,10691,2024-01-08,DHL,TRK957704,2024-01-11,Delivered
10692,10692,2024-06-04,FedEx,TRK611991,2024-06-11,Delivered
10693,10693,2024-06-15,UPS,TRK623287,2024-06-17,Delivered
10694,10694,2024-02-28,DHL,TRK816026,2024-03-05,Delivered
10695,10695,2024-08-29,FedEx,TRK818573,2024-09-02,Shipped
10696,10696,2024-03-24,UPS,TRK597797,2024-03-28,Pending
10697,10697,2024-02-22,DHL,TRK363406,2024-02-27,Delivered
10698,10698,2024-02-14,FedEx,TRK480685,2024-02-18,Delivered
10699,10699,2024-10-23,UPS,TRK648302,2024-10-27,Delivered
10700,10700,2024-08-19,DHL,TRK813896,2024-08-25,Delivered
10701,10701,2024-08-24,FedEx,TRK932071,2024-08-29,Pending
10702,10702,2024-01-30,UPS,TRK633939,2024-02-02,Shipped
10703,10703,2024-05-03,DHL,TRK500161,2024-05-06,Pending
10704,10704,2024-07-03,FedEx,TRK362150,2024-07-11,Delivered
10705,10705,2024-03-22,UPS,TRK078886,2024-03-29,Shipped
10706,10706,2023-12-04,DHL,TRK623229,2023-12-12,Delivered
10707,10707,2024-03-23,FedEx,TRK275771,2024-03-26,Pending
10708,10708,2024-10-14,UPS,TRK541714,2024-10-15,Shipped
10709,10709,2024-09-18,DHL,TRK758007,2024-09-26,Pending
10710,10710,2024-03-24,FedEx,TRK138150,2024-03-31,Delivered
10711,10711,2024-04-03,UPS,TRK658830,2024-04-08,Delivered
10712,10712,2024-07-24,DHL,TRK963468,2024-07-26,Shipped
10713,10713,2024-02-26,FedEx,TRK327115,2024-03-02,Shipped
10714,10714,2024-08-10,UPS,TRK825014,2024-08-12,Pending
10715,10715,2024-08-11,DHL,TRK210501,2024-08-17,Delivered
10716,10716,2024-08-19,FedEx,TRK493553,2024-08-27,Shipped
10717,10717,2024-10-17,UPS,TRK394997,2024-10-19,Delivered
10718,10718,2024-01-20,DHL,TRK502721,2024-01-24,Pending
10719,10719,2024-06-08,FedEx,TRK010195,2024-06-13,Shipped
10720,10720,2024-03-14,UPS,TRK699091,2024-03-16,Delivered
10721,10721,2024-03-01,DHL,TRK283085,2024-03-06,Shipped
10722,10722,2024-09-07,FedEx,TRK185002,2024-09-08,Delivered
10723,10723,2024-01-28,UPS,TRK566483,2024-02-01,Pending
10724,10724,2024-05-06,DHL,TRK214403,2024-05-07,Delivered
10725,10725,2024-05-23,FedEx,TRK255695,2024-05-27,Shipped
10726,10726,2024-01-24,UPS,TRK457225,2024-01-28,Shipped
10727,10727,2024-10-14,DHL,TRK906425,2024-10-17,Pending
10728,10728,2023-11-23,FedEx,TRK759421,2023-11-28,Pending
10729,10729,2024-03-22,UPS,TRK675443,2024-03-29,Delivered
10730,10730,2024-03-15,DHL,TRK235169,2024-03-23,Shipped
10731,10731,2023-11-24,FedEx,TRK945825,2023-11-30,Delivered
10732,10732,2024-01-28,UPS,TRK998078,2024-02-05,Shipped
10733,10733,2024-05-31,DHL,TRK366124,2024-06-04,Delivered
10734,10734,2023-11-22,FedEx,TRK479980,2023-11-23,Shipped
10735,10735,2024-10-31,UPS,TRK976286,2024-11-07,Shipped
10736,10736,2024-01-15,DHL,TRK525972,2024-01-19,Delivered
10737,10737,2024-01-02,FedEx,TRK368698,2024-01-05,Pending
10738,10738,2024-03-12,UPS,TRK912707,2024-03-16,Delivered
10739,10739,2024-04-02,DHL,TRK830489,2024-04-08,Shipped
10740,10740,2024-09-05,FedEx,TRK458105,2024-09-08,Delivered
10741,10741,2024-01-19,UPS,TRK552995,2024-01-26,Delivered
10742,10742,2024-05-23,DHL,TRK724411,2024-05-27,Pending
10743,10743,2024-05-01,FedEx,TRK790747,2024-05-04,Shipped
10744,10744,2024-03-09,UPS,TRK815411,2024-03-11,Cancelled
10745,10745,2024-04-03,DHL,TRK064269,2024-04-05,Shipped
10746,10746,2024-02-26,FedEx,TRK312733,2024-03-03,Delivered
10747,10747,2024-05-23,UPS,TRK926703,2024-05-28,Pending
10748,10748,2024-04-03,DHL,TRK017249,2024-04-05,Shipped
10749,10749,2024-05-29,FedEx,TRK268635,2024-06-05,Shipped
10750,10750,2024-04-16,UPS,TRK920382,2024-04-23,Pending
10751,10751,2024-08-19,DHL,TRK438729,2024-08-22,Delivered
10752,10752,2024-01-31,FedEx,TRK049085,2024-02-01,Pending
10753,10753,2024-09-18,UPS,TRK056043,2024-09-22,Shipped
10754,10754,2024-10-12,DHL,TRK610833,2024-10-13,Delivered
10755,10755,2024-02-01,FedEx,TRK511708,2024-02-06,Shipped
10756,10756,2024-09-24,UPS,TRK735315,2024-09-28,Cancelled
10757,10757,2024-09-06,DHL,TRK575004,2024-09-11,Shipped
10758,10758,2023-12-09,FedEx,TRK151688,2023-12-11,Shipped
10759,10759,2024-10-30,UPS,TRK116808,2024-11-01,Shipped
10760,10760,2024-01-13,DHL,TRK770098,2024-01-18,Delivered
10761,10761,2024-10-14,FedEx,TRK705232,2024-10-17,Cancelled
10762,10762,2024-04-22,UPS,TRK344098,2024-04-26,Shipped
10763,10763,2024-09-19,DHL,TRK663000,2024-09-26,Shipped
10764,10764,2024-03-15,FedEx,TRK190463,2024-03-23,Delivered
10765,10765,2023-11-19,UPS,TRK396244,2023-11-20,Shipped
10766,10766,2024-08-05,DHL,TRK956941,2024-08-11,Shipped
10767,10767,2024-05-18,FedEx,TRK012770,2024-05-24,Shipped
10768,10768,2024-09-09,UPS,TRK119082,2024-09-15,Shipped
10769,10769,2023-11-10,DHL,TRK628407,2023-11-14,Delivered
10770,10770,2023-11-21,FedEx,TRK798164,2023-11-24,Delivered
10771,10771,2024-10-24,UPS,TRK093719,2024-10-26,Shipped
10772,10772,2024-07-18,DHL,TRK208381,2024-07-23,Shipped
10773,10773,2024-01-10,FedEx,TRK060572,2024-01-15,Delivered
10774,10774,2024-09-07,UPS,TRK172431,2024-09-10,Delivered
10775,10775,2023-12-23,DHL,TRK338109,2023-12-27,Pending
10776,10776,2024-10-04,FedEx,TRK339499,2024-10-08,Shipped
10777,10777,2024-10-10,UPS,TRK970518,2024-10-16,Shipped
10778,10778,2023-12-05,DHL,TRK633847,2023-12-12,Pending
10779,10779,2024-03-19,FedEx,TRK206713,2024-03-26,Pending
10780,10780,2023-12-10,UPS,TRK889708,2023-12-11,Delivered
10781,10781,2024-08-26,DHL,TRK731139,2024-09-01,Delivered
10782,10782,2024-06-01,FedEx,TRK902987,2024-06-05,Cancelled
10783,10783,2024-06-05,UPS,TRK050166,2024-06-10,Delivered
10784,10784,2023-11-17,DHL,TRK482237,2023-11-23,Delivered
10785,10785,2023-11-28,FedEx,TRK857245,2023-11-30,Shipped
10786,10786,2024-10-23,UPS,TRK660922,2024-10-25,Shipped
10787,10787,2024-02-02,DHL,TRK879383,2024-02-08,Shipped
10788,10788,2023-12-09,FedEx,TRK949867,2023-12-11,Delivered
10789,10789,2024-01-09,UPS,TRK149188,2024-01-13,Cancelled
10790,10790,2023-12-16,DHL,TRK719555,2023-12-22,Delivered
10791,10791,2024-09-24,FedEx,TRK728212,2024-09-28,Delivered
10792,10792,2023-12-22,UPS,TRK654308,2023-12-28,Shipped
10793,10793,2024-01-31,DHL,TRK982601,2024-02-05,Shipped
10794,10794,2024-06-16,FedEx,TRK911848,2024-06-17,Delivered
10795,10795,2023-11-13,UPS,TRK141912,2023-11-16,Cancelled
10796,10796,2023-12-04,DHL,TRK003975,2023-12-09,Delivered
10797,10797,2024-03-01,FedEx,TRK884540,2024-03-08,Shipped
10798,10798,2024-04-11,UPS,TRK289785,2024-04-13,Pending
10799,10799,2023-11-20,DHL,TRK304539,2023-11-26,Shipped
10800,10800,2024-07-18,FedEx,TRK427517,2024-07-23,Shipped
10801,10801,2023-11-18,UPS,TRK219974,2023-11-22,Pending
10802,10802,2024-01-01,DHL,TRK476178,2024-01-02,Shipped
10803,10803,2024-07-20,FedEx,TRK088455,2024-07-28,Delivered
10804,10804,2023-11-29,UPS,TRK333723,2023-12-04,Delivered
10805,10805,2024-05-09,DHL,TRK871519,2024-05-13,Shipped
10806,10806,2023-12-17,FedEx,TRK828543,2023-12-21,Delivered
